"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jan 14 21:46:00 GMT 2023","Sat Jan 14 21:48:48 GMT 2023","168099","","Read EPUB in Lyrasis","","Font settings: Check of increasing and reducing the text size","","Font settings: Check of increasing and reducing the text size",""
"passed","Sat Jan 14 22:54:00 GMT 2023","Sat Jan 14 22:57:11 GMT 2023","190657","","Read EPUB in Lyrasis","","Delete bookmarks","","Delete bookmarks",""
"broken","Sat Jan 14 22:55:54 GMT 2023","Sat Jan 14 22:59:02 GMT 2023","188008","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"failed","Sun Jan 15 00:35:25 GMT 2023","Sun Jan 15 00:39:51 GMT 2023","266419","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"passed","Sat Jan 14 21:48:48 GMT 2023","Sat Jan 14 21:53:06 GMT 2023","257837","","Read EPUB in Lyrasis","","Font settings: Check of increasing and reducing the text size","","Font settings: Check of increasing and reducing the text size",""
"failed","Sat Jan 14 22:04:17 GMT 2023","Sat Jan 14 22:06:56 GMT 2023","158978","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"failed","Sat Jan 14 21:53:06 GMT 2023","Sat Jan 14 21:57:28 GMT 2023","262474","","Read EPUB in Lyrasis","","Font settings: Check of font style","","Font settings: Check of font style",""
"passed","Sat Jan 14 22:01:03 GMT 2023","Sat Jan 14 22:04:17 GMT 2023","193544","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"failed","Sat Jan 14 22:34:45 GMT 2023","Sat Jan 14 22:37:54 GMT 2023","188786","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"failed","Sat Jan 14 22:28:55 GMT 2023","Sat Jan 14 22:31:39 GMT 2023","164582","","Read EPUB in Lyrasis","","Navigate by Page","","Navigate by Page",""
"broken","Sat Jan 14 22:15:06 GMT 2023","Sat Jan 14 22:21:56 GMT 2023","409525","","Audiobook in Lyrasis","","Check end of chapter sleep timer","","Check end of chapter sleep timer",""
