2023-09-16 01:58:10 INFO  - Scenario 'LYRASIS: Reserving from Book Detail View' start
2023-09-16 01:58:11 INFO  - Setting application driver using the server on 'https://hub-cloud.browserstack.com/wd/hub'
2023-09-16 01:58:36 INFO  - Application on platform 'ANDROID' is ready...
2023-09-16 01:58:36 INFO  - Session id - 4dd6c5131d08ff57bca5d6ae1b5a40491f950609
2023-09-16 01:58:36 INFO  - Step 0 - Close tutorial screen
2023-09-16 01:58:36 INFO  - Button 'btnCloseTutorial' :: Clicking
2023-09-16 01:58:57 INFO  - Taking screenshot
2023-09-16 01:58:58 INFO  - Test finished - logging out
2023-09-16 01:58:58 INFO  - isLoggerNullAfterAnnotation-framework.utilities.Logger@5079f4d9
