"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Apr 23 19:31:24 GMT 2023","Sun Apr 23 19:37:46 GMT 2023","381833","","Audiobooks from Audible studios in LYRASIS","","Check end of chapter sleep timer","","Check end of chapter sleep timer",""
"passed","Sun Apr 23 22:58:52 GMT 2023","Sun Apr 23 23:02:58 GMT 2023","245130","","Read PDF in LYRARIS Reads on IOS","","Check valid data in searching Lyrasis","","Check valid data in searching Lyrasis",""
"passed","Sun Apr 23 22:50:30 GMT 2023","Sun Apr 23 22:54:33 GMT 2023","243159","","Read PDF in LYRARIS Reads on IOS","","Check valid data in searching Lyrasis","","Check valid data in searching Lyrasis",""
"broken","Sun Apr 23 22:53:46 GMT 2023","Sun Apr 23 22:59:24 GMT 2023","338246","","Audiobook in LYRASIS","","Biblioboard: Playback speed: Check of playback speed","","Biblioboard: Playback speed: Check of playback speed",""
"broken","Sun Apr 23 21:26:56 GMT 2023","Sun Apr 23 21:30:30 GMT 2023","213939","","Read EPUB in Lyrasis","","Navigate by bookmarks","","Navigate by bookmarks",""
"passed","Sun Apr 23 20:21:08 GMT 2023","Sun Apr 23 20:26:46 GMT 2023","338501","","Distributors","","LYRASIS: Biblioboard audiobooks: Getting and returning books from Book Detail View","","LYRASIS: Biblioboard audiobooks: Getting and returning books from Book Detail View",""
"broken","Sun Apr 23 20:30:39 GMT 2023","Sun Apr 23 20:34:06 GMT 2023","206185","","Read EPUB in Lyrasis","","Font settings: Check of increasing and reducing the text size","","Font settings: Check of increasing and reducing the text size",""
"broken","Sun Apr 23 22:13:11 GMT 2023","Sun Apr 23 22:18:51 GMT 2023","339812","","Audiobook in LYRASIS","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"passed","Sun Apr 23 20:22:57 GMT 2023","Sun Apr 23 20:27:20 GMT 2023","262870","","Audiobook in LYRASIS","","Check of line for time remaining","","Check of line for time remaining",""
"passed","Sun Apr 23 19:46:02 GMT 2023","Sun Apr 23 19:51:45 GMT 2023","343153","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"passed","Sun Apr 23 21:51:03 GMT 2023","Sun Apr 23 21:55:55 GMT 2023","291882","","Audiobook in LYRASIS","","Bibliotheca: Check of not rewinding forward and back by tapping on time bar","","Bibliotheca: Check of not rewinding forward and back by tapping on time bar",""
"passed","Sun Apr 23 21:37:10 GMT 2023","Sun Apr 23 21:41:49 GMT 2023","278928","","Audiobook in LYRASIS","","Check of not rewinding forward and back by tapping on time bar","","Check of not rewinding forward and back by tapping on time bar",""
"broken","Sun Apr 23 22:13:59 GMT 2023","Sun Apr 23 22:18:01 GMT 2023","242015","","Reservation of book in LYRASIS","","Hold from Subcategory List View and Remove a Reserved Book from Holds","","Hold from Subcategory List View and Remove a Reserved Book from Holds",""
"passed","Sun Apr 23 21:04:27 GMT 2023","Sun Apr 23 21:08:57 GMT 2023","269785","","Audiobook in LYRASIS","","Check playback speed and sleep timer","","Check playback speed and sleep timer",""
"passed","Sun Apr 23 20:26:46 GMT 2023","Sun Apr 23 20:30:02 GMT 2023","195850","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"passed","Sun Apr 23 19:57:19 GMT 2023","Sun Apr 23 20:03:01 GMT 2023","341597","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
