"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 30 13:12:21 GMT 2023","Sun Jul 30 13:14:37 GMT 2023","136703","","Audiobooks from Audible studios in LYRASIS","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"broken","Sun Jul 30 13:00:15 GMT 2023","Sun Jul 30 13:05:33 GMT 2023","318070","","Audiobooks from Audible studios in LYRASIS","","Check playback speed and sleep timer","","Check playback speed and sleep timer",""
"broken","Sun Jul 30 16:16:54 GMT 2023","Sun Jul 30 16:22:29 GMT 2023","335198","","Read PDF in LYRARIS Reads on IOS","","Check valid data in searching Lyrasis","","Check valid data in searching Lyrasis",""
"broken","Sun Jul 30 14:24:58 GMT 2023","Sun Jul 30 14:29:23 GMT 2023","264290","","My books module","","Get a book from Subcategory List View and Return from Subcategory List View in LYRASIS","","Get a book from Subcategory List View and Return from Subcategory List View in LYRASIS",""
"broken","Sun Jul 30 12:43:01 GMT 2023","Sun Jul 30 12:45:15 GMT 2023","133479","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
"broken","Sun Jul 30 12:27:41 GMT 2023","Sun Jul 30 12:37:00 GMT 2023","558874","","Audiobook in LYRASIS","","Open the audiobook at the last open chapter and check time code","","Open the audiobook at the last open chapter and check time code",""
"broken","Sun Jul 30 14:04:31 GMT 2023","Sun Jul 30 14:06:43 GMT 2023","132068","","Read EPUB in Lyrasis","","Font settings: Check of text theme","","Font settings: Check of text theme",""
"broken","Sun Jul 30 13:25:32 GMT 2023","Sun Jul 30 13:27:48 GMT 2023","136426","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"broken","Sun Jul 30 13:48:55 GMT 2023","Sun Jul 30 13:53:20 GMT 2023","264951","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"broken","Sun Jul 30 16:28:00 GMT 2023","Sun Jul 30 16:33:18 GMT 2023","317615","","Read PDF in LYRARIS Reads on IOS","","Check valid data in searching Lyrasis","","Check valid data in searching Lyrasis",""
"broken","Sun Jul 30 14:01:07 GMT 2023","Sun Jul 30 14:06:26 GMT 2023","319693","","Audiobook in LYRASIS","","Check of switching to the next time","","Check of switching to the next time",""
"failed","Sun Jul 30 14:45:14 GMT 2023","Sun Jul 30 14:52:38 GMT 2023","443615","","Read EPUB in Lyrasis","","Navigate by bookmarks","","Navigate by bookmarks",""
"broken","Sun Jul 30 13:51:58 GMT 2023","Sun Jul 30 13:54:13 GMT 2023","134383","","Audiobook in LYRASIS","","Check of line for time remaining","","Check of line for time remaining",""
"broken","Sun Jul 30 12:35:23 GMT 2023","Sun Jul 30 12:42:58 GMT 2023","454624","","Audiobooks from Audible studios in LYRASIS","","Navigate by Audiobook","","Navigate by Audiobook",""
"broken","Sun Jul 30 14:42:56 GMT 2023","Sun Jul 30 14:45:14 GMT 2023","138706","","Read EPUB in Lyrasis","","Navigate by bookmarks","","Navigate by bookmarks",""
"failed","Sun Jul 30 13:36:07 GMT 2023","Sun Jul 30 13:44:50 GMT 2023","523699","","Audiobook in LYRASIS","","Biblioboard: Check end of chapter sleep timer","","Biblioboard: Check end of chapter sleep timer",""
"broken","Sun Jul 30 12:41:03 GMT 2023","Sun Jul 30 12:43:01 GMT 2023","118789","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
