"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jan 18 17:07:38 GMT 2023","Wed Jan 18 17:08:31 GMT 2023","53161","","Read PDF in LYRASIS Reads on Android","","Settings: Check of Wrapped scrolling in Lyrasis","","Settings: Check of Wrapped scrolling in Lyrasis",""
"passed","Wed Jan 18 17:04:01 GMT 2023","Wed Jan 18 17:08:06 GMT 2023","245615","","Read EPUB in Lyrasis","","Navigate by Page","","Navigate by Page",""
"broken","Wed Jan 18 17:01:23 GMT 2023","Wed Jan 18 17:04:21 GMT 2023","177687","","Read PDF in LYRASIS Reads on Android","","Settings: Check of Vertical scrolling in Lyrasis","","Settings: Check of Vertical scrolling in Lyrasis",""
"passed","Wed Jan 18 17:23:54 GMT 2023","Wed Jan 18 17:27:33 GMT 2023","218597","","Audiobook in Lyrasis","","Check playback speed and sleep timer","","Check playback speed and sleep timer",""
"passed","Wed Jan 18 17:56:55 GMT 2023","Wed Jan 18 18:01:22 GMT 2023","266733","","Audiobook in Lyrasis","","Check of not rewinding forward and back by tapping on time bar","","Check of not rewinding forward and back by tapping on time bar",""
"broken","Wed Jan 18 17:53:09 GMT 2023","Wed Jan 18 17:56:55 GMT 2023","225749","","Audiobook in Lyrasis","","Biblioboard: Check time tracking line","","Biblioboard: Check time tracking line",""
"broken","Wed Jan 18 19:10:59 GMT 2023","Wed Jan 18 19:14:18 GMT 2023","199060","","Audiobook in Lyrasis","","Biblioboard: Playback speed: Check of playback speed","","Biblioboard: Playback speed: Check of playback speed",""
"passed","Wed Jan 18 16:50:56 GMT 2023","Wed Jan 18 16:55:07 GMT 2023","250307","","Read EPUB in Lyrasis","","Open book to last page read","","Open book to last page read",""
"passed","Wed Jan 18 16:48:35 GMT 2023","Wed Jan 18 16:52:04 GMT 2023","208606","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"passed","Wed Jan 18 16:52:04 GMT 2023","Wed Jan 18 16:56:06 GMT 2023","241529","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"broken","Wed Jan 18 18:12:42 GMT 2023","Wed Jan 18 18:16:01 GMT 2023","199477","","Audiobook in Lyrasis","","BiblioBoard: Check of not rewinding forward and back by tapping on time bar","","BiblioBoard: Check of not rewinding forward and back by tapping on time bar",""
"broken","Wed Jan 18 16:17:34 GMT 2023","Wed Jan 18 16:20:44 GMT 2023","189852","","Read EPUB in Lyrasis","","Font settings: Check of increasing and reducing the text size","","Font settings: Check of increasing and reducing the text size",""
"passed","Wed Jan 18 18:45:46 GMT 2023","Wed Jan 18 18:49:42 GMT 2023","235690","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"broken","Wed Jan 18 16:38:09 GMT 2023","Wed Jan 18 16:41:36 GMT 2023","206604","","Read EPUB in Lyrasis","","Font settings: Check of text theme","","Font settings: Check of text theme",""
"broken","Wed Jan 18 16:54:37 GMT 2023","Wed Jan 18 16:59:55 GMT 2023","317874","","Audiobook in Lyrasis","","Check end of chapter sleep timer","","Check end of chapter sleep timer",""
"failed","Wed Jan 18 16:29:31 GMT 2023","Wed Jan 18 16:33:16 GMT 2023","225671","","Audiobook in Lyrasis","","Navigate by Audiobook","","Navigate by Audiobook",""
"failed","Wed Jan 18 17:39:01 GMT 2023","Wed Jan 18 17:42:38 GMT 2023","217040","","Audiobook in Lyrasis","","Check time tracking line","","Check time tracking line",""
"broken","Wed Jan 18 16:43:47 GMT 2023","Wed Jan 18 16:50:18 GMT 2023","391019","","Audiobook in Lyrasis","","Check end of chapter sleep timer","","Check end of chapter sleep timer",""
"passed","Wed Jan 18 16:31:06 GMT 2023","Wed Jan 18 16:35:04 GMT 2023","237375","","My books module","","Check buttons under the book title in LYRASIS","","Check buttons under the book title in LYRASIS",""
"passed","Wed Jan 18 16:45:18 GMT 2023","Wed Jan 18 16:48:35 GMT 2023","197056","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"broken","Wed Jan 18 18:29:14 GMT 2023","Wed Jan 18 18:31:45 GMT 2023","150906","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"broken","Wed Jan 18 16:27:43 GMT 2023","Wed Jan 18 16:30:58 GMT 2023","194876","","Read EPUB in Lyrasis","","Font settings: Check of font style","","Font settings: Check of font style",""
"broken","Wed Jan 18 19:18:32 GMT 2023","Wed Jan 18 19:22:59 GMT 2023","266991","","Audiobook in Lyrasis","","Biblioboard: Playback speed: Check of playback speed","","Biblioboard: Playback speed: Check of playback speed",""
"passed","Wed Jan 18 17:15:25 GMT 2023","Wed Jan 18 17:19:15 GMT 2023","230408","","Read EPUB in Lyrasis","","Navigate by bookmarks","","Navigate by bookmarks",""
