"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 26 19:54:56 GMT 2023","Fri May 26 19:58:08 GMT 2023","191712","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"broken","Fri May 26 20:45:34 GMT 2023","Fri May 26 20:48:33 GMT 2023","179049","","Read EPUB in Lyrasis","","Navigate by Page","","Navigate by Page",""
"broken","Fri May 26 19:33:38 GMT 2023","Fri May 26 19:37:06 GMT 2023","207960","","Audiobook in LYRASIS","","Navigate by Audiobook","","Navigate by Audiobook",""
"broken","Fri May 26 20:27:04 GMT 2023","Fri May 26 20:29:53 GMT 2023","168951","","Read EPUB in Lyrasis","","Font settings: Check of text theme","","Font settings: Check of text theme",""
"broken","Fri May 26 21:17:53 GMT 2023","Fri May 26 21:20:54 GMT 2023","180985","","Audiobook in LYRASIS","","Biblioboard: Playback speed: Check of playback speed","","Biblioboard: Playback speed: Check of playback speed",""
"broken","Fri May 26 19:17:31 GMT 2023","Fri May 26 19:21:35 GMT 2023","243127","","Audiobooks from Audible studios in LYRASIS","","Open the audiobook at the last open chapter and check time code","","Open the audiobook at the last open chapter and check time code",""
"broken","Fri May 26 20:08:46 GMT 2023","Fri May 26 20:11:34 GMT 2023","167759","","Read EPUB in Lyrasis","","Font settings: Check of increasing and reducing the text size","","Font settings: Check of increasing and reducing the text size",""
"broken","Fri May 26 20:26:26 GMT 2023","Fri May 26 20:29:38 GMT 2023","191857","","Distributors","","LYRASIS: Biblioboard audiobooks: Check of canceling the downloading from book details view","","LYRASIS: Biblioboard audiobooks: Check of canceling the downloading from book details view",""
"broken","Fri May 26 21:14:35 GMT 2023","Fri May 26 21:17:52 GMT 2023","197564","","Audiobook in LYRASIS","","Biblioboard: Playback speed: Check of playback speed","","Biblioboard: Playback speed: Check of playback speed",""
"broken","Fri May 26 20:39:35 GMT 2023","Fri May 26 20:42:21 GMT 2023","165623","","Read EPUB in Lyrasis","","Open book to last page read","","Open book to last page read",""
"broken","Fri May 26 19:24:03 GMT 2023","Fri May 26 19:26:55 GMT 2023","172267","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
