"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jan 25 05:00:53 GMT 2023","Wed Jan 25 05:05:29 GMT 2023","276533","","Audiobooks in A1QA library","","Audiobooks: Check of switching to the next chapter","","Audiobooks: Check of switching to the next chapter",""
"broken","Wed Jan 25 05:04:03 GMT 2023","Wed Jan 25 05:09:45 GMT 2023","341689","","Read EPUB from Overdrive in A1QA","","Epub: Font settings: Check of increasing and reducing the text size","","Epub: Font settings: Check of increasing and reducing the text size",""
"failed","Wed Jan 25 05:00:06 GMT 2023","Wed Jan 25 05:02:09 GMT 2023","122866","","Catalog Navigation","","Sort Lists in LYRASIS","","Sort Lists in LYRASIS",""
"passed","Wed Jan 25 06:11:28 GMT 2023","Wed Jan 25 06:12:32 GMT 2023","64446","","Search libraries and books","","Delete a book from search bar in LYRASIS","","Delete a book from search bar in LYRASIS",""
"passed","Wed Jan 25 05:43:20 GMT 2023","Wed Jan 25 05:45:13 GMT 2023","112526","","Book detail view screen","","Check related books section in LYRASIS","","Check related books section in LYRASIS",""
"broken","Wed Jan 25 05:50:49 GMT 2023","Wed Jan 25 05:53:01 GMT 2023","132479","","Read PDF in Palace Bookshelf on Android","","Check of settings screen and page navigation Palace","","Check of settings screen and page navigation Palace",""
"broken","Wed Jan 25 05:16:32 GMT 2023","Wed Jan 25 05:19:33 GMT 2023","181440","","Read EPUB in Palace Bookshelf","","Font settings: Check of increasing and reducing the text size","","Font settings: Check of increasing and reducing the text size",""
"failed","Wed Jan 25 05:19:10 GMT 2023","Wed Jan 25 05:21:22 GMT 2023","131509","","Book detail view screen","","Check fields in Information section in LYRASIS","","Check fields in Information section in LYRASIS",""
"failed","Wed Jan 25 06:00:20 GMT 2023","Wed Jan 25 06:01:45 GMT 2023","84847","","Search libraries and books","","Find a book with name in different font cases in Palace","","Find a book with name in different font cases in Palace",""
"passed","Wed Jan 25 05:28:55 GMT 2023","Wed Jan 25 05:29:46 GMT 2023","50361","","Manage Libraries","","Settings: Add library: general checks","","Settings: Add library: general checks",""
"failed","Wed Jan 25 06:13:57 GMT 2023","Wed Jan 25 06:15:20 GMT 2023","82727","","Search libraries and books","","Check that books from search result contain one or more entered latin letters or numeric in LYRASIS","","Check that books from search result contain one or more entered latin letters or numeric in LYRASIS",""
