"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 29 18:22:26 GMT 2023","Sun Jan 29 18:27:08 GMT 2023","281782","","Audiobook in Lyrasis","","Check of not rewinding forward and back by tapping on time bar","","Check of not rewinding forward and back by tapping on time bar",""
"passed","Sun Jan 29 19:14:13 GMT 2023","Sun Jan 29 19:20:49 GMT 2023","396446","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"passed","Sun Jan 29 16:30:34 GMT 2023","Sun Jan 29 16:34:12 GMT 2023","218360","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
"broken","Sun Jan 29 17:23:35 GMT 2023","Sun Jan 29 17:26:16 GMT 2023","161078","","Audiobook in Lyrasis","","Check of line for time remaining","","Check of line for time remaining",""
"passed","Sun Jan 29 17:41:28 GMT 2023","Sun Jan 29 17:45:16 GMT 2023","228509","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"passed","Sun Jan 29 17:22:12 GMT 2023","Sun Jan 29 17:25:53 GMT 2023","220701","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"passed","Sun Jan 29 17:55:16 GMT 2023","Sun Jan 29 18:00:13 GMT 2023","296740","","Audiobook in Lyrasis","","Check playback speed and sleep timer","","Check playback speed and sleep timer",""
"passed","Sun Jan 29 16:55:54 GMT 2023","Sun Jan 29 16:59:57 GMT 2023","243097","","My books module","","Alert: Check of Cancel button after Return button tapping","","Alert: Check of Cancel button after Return button tapping",""
"broken","Sun Jan 29 17:50:57 GMT 2023","Sun Jan 29 17:56:04 GMT 2023","306303","","Read PDF in LYRARIS Reads on IOS","","Search Pdf Functionality Lyrasis","","Search Pdf Functionality Lyrasis",""
"passed","Sun Jan 29 19:20:49 GMT 2023","Sun Jan 29 19:26:42 GMT 2023","353349","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"passed","Sun Jan 29 16:23:54 GMT 2023","Sun Jan 29 16:28:58 GMT 2023","304899","","My books module","","Get a book from Book Detail View and Return from Books in LYRASIS","","Get a book from Book Detail View and Return from Books in LYRASIS",""
"broken","Sun Jan 29 17:33:24 GMT 2023","Sun Jan 29 17:37:18 GMT 2023","233831","","Read EPUB in Lyrasis","","Navigate by bookmarks","","Navigate by bookmarks",""
"broken","Sun Jan 29 16:39:55 GMT 2023","Sun Jan 29 16:46:33 GMT 2023","398297","","Read EPUB in Lyrasis","","Font settings: Check of font style","","Font settings: Check of font style",""
