"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Feb 05 01:59:55 GMT 2023","Sun Feb 05 02:02:58 GMT 2023","183101","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"broken","Sun Feb 05 01:08:54 GMT 2023","Sun Feb 05 01:12:26 GMT 2023","211698","","Read EPUB in Lyrasis","","Open book to last page read","","Open book to last page read",""
"broken","Sun Feb 05 01:32:58 GMT 2023","Sun Feb 05 01:34:58 GMT 2023","119980","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"broken","Sun Feb 05 01:27:55 GMT 2023","Sun Feb 05 01:30:57 GMT 2023","182658","","Read EPUB in Lyrasis","","Navigate by bookmarks","","Navigate by bookmarks",""
"broken","Sun Feb 05 00:57:28 GMT 2023","Sun Feb 05 00:59:22 GMT 2023","113845","","My books module","","Check buttons under the book title in LYRASIS","","Check buttons under the book title in LYRASIS",""
"broken","Sun Feb 05 01:25:45 GMT 2023","Sun Feb 05 01:28:47 GMT 2023","182178","","Audiobook in Lyrasis","","Biblioboard: Check playback speed and sleep timer","","Biblioboard: Check playback speed and sleep timer",""
"broken","Sun Feb 05 00:43:19 GMT 2023","Sun Feb 05 00:46:21 GMT 2023","182192","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
"broken","Sun Feb 05 01:10:05 GMT 2023","Sun Feb 05 01:13:10 GMT 2023","184642","","Audiobook in Lyrasis","","Check of switching to the next time","","Check of switching to the next time",""
"broken","Sun Feb 05 01:01:19 GMT 2023","Sun Feb 05 01:04:52 GMT 2023","212398","","Read PDF in LYRASIS Reads on Android","","Check of book title and back button in Lyrasis","","Check of book title and back button in Lyrasis",""
"broken","Sun Feb 05 00:39:10 GMT 2023","Sun Feb 05 00:43:19 GMT 2023","248942","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
"broken","Sun Feb 05 00:59:09 GMT 2023","Sun Feb 05 01:00:49 GMT 2023","99986","","Audiobook in Lyrasis","","Check end of chapter sleep timer","","Check end of chapter sleep timer",""
"broken","Sun Feb 05 01:21:34 GMT 2023","Sun Feb 05 01:24:36 GMT 2023","182527","","Read PDF in LYRASIS Reads on Android","","Settings: Check of Horizontal scrolling in Lyrasis","","Settings: Check of Horizontal scrolling in Lyrasis",""
"broken","Sun Feb 05 02:04:29 GMT 2023","Sun Feb 05 02:07:31 GMT 2023","182025","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"broken","Sun Feb 05 00:49:19 GMT 2023","Sun Feb 05 00:52:18 GMT 2023","178756","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
"broken","Sun Feb 05 01:18:27 GMT 2023","Sun Feb 05 01:21:34 GMT 2023","187060","","Read PDF in LYRASIS Reads on Android","","Settings: Check of Vertical scrolling in Lyrasis","","Settings: Check of Vertical scrolling in Lyrasis",""
"broken","Sun Feb 05 01:23:15 GMT 2023","Sun Feb 05 01:25:13 GMT 2023","117352","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"broken","Sun Feb 05 00:50:10 GMT 2023","Sun Feb 05 00:53:09 GMT 2023","179041","","Audiobook in Lyrasis","","Navigate by Audiobook","","Navigate by Audiobook",""
"broken","Sun Feb 05 00:46:21 GMT 2023","Sun Feb 05 00:47:47 GMT 2023","86399","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
