"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 16 18:27:34 GMT 2023","Thu Mar 16 18:32:15 GMT 2023","280652","","Audiobook in Lyrasis","","Check time tracking line","","Check time tracking line",""
"passed","Thu Mar 16 16:39:26 GMT 2023","Thu Mar 16 16:44:00 GMT 2023","273984","","Audiobook in Lyrasis","","Navigate by Audiobook","","Navigate by Audiobook",""
"passed","Thu Mar 16 18:50:51 GMT 2023","Thu Mar 16 18:55:42 GMT 2023","291208","","Read PDF in LYRARIS Reads on IOS","","Check invalid data in searching Lyrasis","","Check invalid data in searching Lyrasis",""
"broken","Thu Mar 16 16:39:24 GMT 2023","Thu Mar 16 16:41:56 GMT 2023","151582","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
"passed","Thu Mar 16 18:36:55 GMT 2023","Thu Mar 16 18:41:40 GMT 2023","284952","","Audiobook in Lyrasis","","Check of not rewinding forward and back by tapping on time bar","","Check of not rewinding forward and back by tapping on time bar",""
"broken","Thu Mar 16 18:55:20 GMT 2023","Thu Mar 16 19:00:58 GMT 2023","338196","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"failed","Thu Mar 16 16:48:16 GMT 2023","Thu Mar 16 16:52:24 GMT 2023","248474","","Audiobook in Lyrasis","","Navigate by Audiobook","","Navigate by Audiobook",""
"broken","Thu Mar 16 16:46:38 GMT 2023","Thu Mar 16 16:50:40 GMT 2023","242460","","Read EPUB in Lyrasis","","Font settings: Check of text theme","","Font settings: Check of text theme",""
"passed","Thu Mar 16 17:24:56 GMT 2023","Thu Mar 16 17:30:03 GMT 2023","306486","","Audiobook in Lyrasis","","Check of line for time remaining","","Check of line for time remaining",""
"passed","Thu Mar 16 17:49:42 GMT 2023","Thu Mar 16 17:52:06 GMT 2023","143790","","Manage Libraries","","Store library card","","Store library card",""
"failed","Thu Mar 16 18:41:40 GMT 2023","Thu Mar 16 18:45:59 GMT 2023","258981","","Audiobook in Lyrasis","","Check of not rewinding forward and back by tapping on time bar","","Check of not rewinding forward and back by tapping on time bar",""
"failed","Thu Mar 16 18:15:25 GMT 2023","Thu Mar 16 18:19:59 GMT 2023","273498","","My books module","","Alert: Check of Cancel button after Return button tapping","","Alert: Check of Cancel button after Return button tapping",""
"failed","Thu Mar 16 18:24:49 GMT 2023","Thu Mar 16 18:29:20 GMT 2023","271002","","My books module","","Alert: Check of Cancel button after Return button tapping","","Alert: Check of Cancel button after Return button tapping",""
"passed","Thu Mar 16 18:40:52 GMT 2023","Thu Mar 16 18:45:45 GMT 2023","292467","","Read PDF in LYRARIS Reads on IOS","","Check invalid data in searching Lyrasis","","Check invalid data in searching Lyrasis",""
"passed","Thu Mar 16 16:31:42 GMT 2023","Thu Mar 16 16:35:30 GMT 2023","228165","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
"passed","Thu Mar 16 18:45:45 GMT 2023","Thu Mar 16 18:50:51 GMT 2023","306248","","Read PDF in LYRARIS Reads on IOS","","Check invalid data in searching Lyrasis","","Check invalid data in searching Lyrasis",""
"broken","Thu Mar 16 16:19:53 GMT 2023","Thu Mar 16 16:26:22 GMT 2023","389029","","Audiobook in Lyrasis","","Open the audiobook at the last open chapter and check time code","","Open the audiobook at the last open chapter and check time code",""
"broken","Thu Mar 16 17:26:20 GMT 2023","Thu Mar 16 17:30:29 GMT 2023","248545","","Read EPUB in Lyrasis","","Navigate by bookmarks","","Navigate by bookmarks",""
"broken","Thu Mar 16 17:13:32 GMT 2023","Thu Mar 16 17:20:38 GMT 2023","426211","","Audiobook in Lyrasis","","Biblioboard: Check end of chapter sleep timer","","Biblioboard: Check end of chapter sleep timer",""
"passed","Thu Mar 16 17:24:27 GMT 2023","Thu Mar 16 17:28:05 GMT 2023","218468","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"failed","Thu Mar 16 16:52:24 GMT 2023","Thu Mar 16 16:56:58 GMT 2023","274028","","Audiobook in Lyrasis","","Biblioboard: Navigate by Audiobook","","Biblioboard: Navigate by Audiobook",""
"broken","Thu Mar 16 17:10:27 GMT 2023","Thu Mar 16 17:16:01 GMT 2023","334762","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"failed","Thu Mar 16 17:23:03 GMT 2023","Thu Mar 16 17:26:20 GMT 2023","197068","","Read EPUB in Lyrasis","","Navigate by Page","","Navigate by Page",""
"broken","Thu Mar 16 19:44:02 GMT 2023","Thu Mar 16 19:46:26 GMT 2023","144489","","Reservation of book in LYRASIS","","Alert: Check of Cancel button after Remove button tapping","","Alert: Check of Cancel button after Remove button tapping",""
"passed","Thu Mar 16 19:00:27 GMT 2023","Thu Mar 16 19:05:00 GMT 2023","272159","","Read PDF in LYRARIS Reads on IOS","","Check valid data in searching Lyrasis","","Check valid data in searching Lyrasis",""
"passed","Thu Mar 16 19:05:00 GMT 2023","Thu Mar 16 19:09:28 GMT 2023","268139","","Read PDF in LYRARIS Reads on IOS","","Check valid data in searching Lyrasis","","Check valid data in searching Lyrasis",""
"passed","Thu Mar 16 17:41:09 GMT 2023","Thu Mar 16 17:44:30 GMT 2023","201356","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"broken","Thu Mar 16 19:31:08 GMT 2023","Thu Mar 16 19:33:52 GMT 2023","163734","","Reservation of book in LYRASIS","","Alert: Check of Cancel button after Remove button tapping","","Alert: Check of Cancel button after Remove button tapping",""
"broken","Thu Mar 16 17:03:43 GMT 2023","Thu Mar 16 17:08:30 GMT 2023","286759","","Read EPUB in Lyrasis","","Open book to last page read","","Open book to last page read",""
"failed","Thu Mar 16 16:44:00 GMT 2023","Thu Mar 16 16:48:16 GMT 2023","255423","","Audiobook in Lyrasis","","Navigate by Audiobook","","Navigate by Audiobook",""
"passed","Thu Mar 16 18:04:42 GMT 2023","Thu Mar 16 18:09:17 GMT 2023","275019","","Audiobook in Lyrasis","","Check playback speed and sleep timer","","Check playback speed and sleep timer",""
"broken","Thu Mar 16 17:30:29 GMT 2023","Thu Mar 16 17:34:13 GMT 2023","224482","","Read EPUB in Lyrasis","","Navigate by bookmarks","","Navigate by bookmarks",""
"passed","Thu Mar 16 17:37:45 GMT 2023","Thu Mar 16 17:41:09 GMT 2023","204163","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"failed","Thu Mar 16 18:23:23 GMT 2023","Thu Mar 16 18:28:11 GMT 2023","288467","","Read PDF in LYRARIS Reads on IOS","","Bookmarks Functionality Lyrasis","","Bookmarks Functionality Lyrasis",""
