"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 21 04:30:15 GMT 2023","Sat Jan 21 04:35:22 GMT 2023","306719","","Audiobook in Lyrasis","","Biblioboard: Playback speed: Check of playback speed","","Biblioboard: Playback speed: Check of playback speed",""
"broken","Sat Jan 21 02:28:41 GMT 2023","Sat Jan 21 02:30:20 GMT 2023","99082","","Audiobook in Lyrasis","","Check playback speed and sleep timer","","Check playback speed and sleep timer",""
"broken","Sat Jan 21 01:20:26 GMT 2023","Sat Jan 21 01:25:48 GMT 2023","321970","","Audiobook in Lyrasis","","Navigate by Audiobook","","Navigate by Audiobook",""
"broken","Sat Jan 21 02:30:19 GMT 2023","Sat Jan 21 02:35:44 GMT 2023","324778","","Read EPUB in Lyrasis","","Delete bookmarks","","Delete bookmarks",""
"broken","Sat Jan 21 02:53:12 GMT 2023","Sat Jan 21 02:58:56 GMT 2023","344019","","Audiobook in Lyrasis","","Check time tracking line","","Check time tracking line",""
"broken","Sat Jan 21 02:58:56 GMT 2023","Sat Jan 21 03:00:27 GMT 2023","91054","","Audiobook in Lyrasis","","Biblioboard: Check time tracking line","","Biblioboard: Check time tracking line",""
"broken","Sat Jan 21 01:25:48 GMT 2023","Sat Jan 21 01:30:24 GMT 2023","275422","","Audiobook in Lyrasis","","Navigate by Audiobook","","Navigate by Audiobook",""
"failed","Sat Jan 21 03:21:45 GMT 2023","Sat Jan 21 03:27:59 GMT 2023","374582","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"broken","Sat Jan 21 03:36:04 GMT 2023","Sat Jan 21 03:41:54 GMT 2023","350169","","Read PDF in LYRARIS Reads on IOS","","Check valid data in searching Lyrasis","","Check valid data in searching Lyrasis",""
"passed","Sat Jan 21 01:51:01 GMT 2023","Sat Jan 21 01:57:44 GMT 2023","402389","","Read EPUB in Lyrasis","","Open book to last page read","","Open book to last page read",""
"failed","Sat Jan 21 03:49:56 GMT 2023","Sat Jan 21 03:57:42 GMT 2023","465949","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"broken","Sat Jan 21 02:51:31 GMT 2023","Sat Jan 21 02:53:26 GMT 2023","114784","","Reservation of book in LYRASIS","","Alert: Check of Cancel button after Remove button tapping","","Alert: Check of Cancel button after Remove button tapping",""
"broken","Sat Jan 21 02:17:08 GMT 2023","Sat Jan 21 02:22:49 GMT 2023","341201","","Read EPUB in Lyrasis","","Navigate by bookmarks","","Navigate by bookmarks",""
"broken","Sat Jan 21 02:56:46 GMT 2023","Sat Jan 21 02:58:45 GMT 2023","119369","","Reservation of book in LYRASIS","","Alert: Check of Cancel button after Remove button tapping","","Alert: Check of Cancel button after Remove button tapping",""
"broken","Sat Jan 21 01:09:59 GMT 2023","Sat Jan 21 01:15:33 GMT 2023","334161","","Read EPUB in Lyrasis","","Font settings: Check of increasing and reducing the text size","","Font settings: Check of increasing and reducing the text size",""
"broken","Sat Jan 21 01:49:48 GMT 2023","Sat Jan 21 01:56:23 GMT 2023","395081","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"broken","Sat Jan 21 02:30:20 GMT 2023","Sat Jan 21 02:35:40 GMT 2023","319770","","Audiobook in Lyrasis","","Check playback speed and sleep timer","","Check playback speed and sleep timer",""
"broken","Sat Jan 21 01:48:07 GMT 2023","Sat Jan 21 01:49:48 GMT 2023","100079","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"broken","Sat Jan 21 01:56:23 GMT 2023","Sat Jan 21 01:59:36 GMT 2023","193168","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"passed","Sat Jan 21 01:32:56 GMT 2023","Sat Jan 21 01:37:28 GMT 2023","271659","","My books module","","Alert: Check of Cancel button after Return button tapping","","Alert: Check of Cancel button after Return button tapping",""
"failed","Sat Jan 21 01:16:16 GMT 2023","Sat Jan 21 01:20:26 GMT 2023","250850","","Audiobook in Lyrasis","","Biblioboard: Open the audiobook at the last open chapter and check time code","","Biblioboard: Open the audiobook at the last open chapter and check time code",""
"broken","Sat Jan 21 01:28:40 GMT 2023","Sat Jan 21 01:34:36 GMT 2023","356674","","Read EPUB in Lyrasis","","Font settings: Check of font style","","Font settings: Check of font style",""
"failed","Sat Jan 21 04:13:52 GMT 2023","Sat Jan 21 04:19:20 GMT 2023","327747","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"broken","Sat Jan 21 04:28:39 GMT 2023","Sat Jan 21 04:30:15 GMT 2023","96299","","Audiobook in Lyrasis","","Biblioboard: Playback speed: Check of playback speed","","Biblioboard: Playback speed: Check of playback speed",""
"broken","Sat Jan 21 01:52:11 GMT 2023","Sat Jan 21 01:54:24 GMT 2023","132403","","My books module","","Alert: Check of Cancel button after Return button tapping","","Alert: Check of Cancel button after Return button tapping",""
"broken","Sat Jan 21 04:08:45 GMT 2023","Sat Jan 21 04:13:52 GMT 2023","307241","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"failed","Sat Jan 21 02:12:48 GMT 2023","Sat Jan 21 02:17:08 GMT 2023","260032","","Read EPUB in Lyrasis","","Navigate by Page","","Navigate by Page",""
"broken","Sat Jan 21 03:27:59 GMT 2023","Sat Jan 21 03:29:31 GMT 2023","91372","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"broken","Sat Jan 21 01:40:10 GMT 2023","Sat Jan 21 01:45:10 GMT 2023","300349","","Read EPUB in Lyrasis","","Font settings: Check of text theme","","Font settings: Check of text theme",""
"broken","Sat Jan 21 01:21:57 GMT 2023","Sat Jan 21 01:28:40 GMT 2023","402494","","Read EPUB in Lyrasis","","Font settings: Check of font style","","Font settings: Check of font style",""
"broken","Sat Jan 21 01:32:21 GMT 2023","Sat Jan 21 01:34:38 GMT 2023","136977","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"passed","Sat Jan 21 02:21:32 GMT 2023","Sat Jan 21 02:25:49 GMT 2023","256269","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"broken","Sat Jan 21 01:14:27 GMT 2023","Sat Jan 21 01:16:16 GMT 2023","108539","","Audiobook in Lyrasis","","Open the audiobook at the last open chapter and check time code","","Open the audiobook at the last open chapter and check time code",""
"broken","Sat Jan 21 02:31:32 GMT 2023","Sat Jan 21 02:37:30 GMT 2023","357704","","Read PDF in LYRARIS Reads on IOS","","Navigate by Thumbnails Lyrasis","","Navigate by Thumbnails Lyrasis",""
"broken","Sat Jan 21 02:22:12 GMT 2023","Sat Jan 21 02:28:05 GMT 2023","353009","","Read PDF in LYRARIS Reads on IOS","","Navigate by Page Lyrasis","","Navigate by Page Lyrasis",""
"broken","Sat Jan 21 01:47:46 GMT 2023","Sat Jan 21 01:49:21 GMT 2023","94392","","Audiobook in Lyrasis","","Check end of chapter sleep timer","","Check end of chapter sleep timer",""
