"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 10 05:51:37 GMT 2023","Tue Jan 10 05:54:18 GMT 2023","161639","","Book detail view screen","","Check of a book title and author in Overdrive","","Check of a book title and author in Overdrive",""
"broken","Tue Jan 10 05:17:25 GMT 2023","Tue Jan 10 05:21:33 GMT 2023","247620","","Audiobooks in A1QA library","","Audiobooks: Playback speed: Check of playback speed","","Audiobooks: Playback speed: Check of playback speed",""
"passed","Tue Jan 10 05:10:31 GMT 2023","Tue Jan 10 05:12:44 GMT 2023","133132","","Book detail view screen","","Check of a ""More..."" button in Description section in LYRASIS","","Check of a ""More..."" button in Description section in LYRASIS",""
"broken","Tue Jan 10 05:21:33 GMT 2023","Tue Jan 10 05:25:45 GMT 2023","252188","","Audiobooks in A1QA library","","Audiobooks: Playback speed: Check of playback speed","","Audiobooks: Playback speed: Check of playback speed",""
"broken","Tue Jan 10 05:13:07 GMT 2023","Tue Jan 10 05:17:25 GMT 2023","258262","","Audiobooks in A1QA library","","Audiobooks: Playback speed: Check of playback speed","","Audiobooks: Playback speed: Check of playback speed",""
"passed","Tue Jan 10 05:44:07 GMT 2023","Tue Jan 10 05:48:10 GMT 2023","243311","","Manage Libraries","","Logo: Add Library: Check of sorting libraries","","Logo: Add Library: Check of sorting libraries",""
"broken","Tue Jan 10 04:54:53 GMT 2023","Tue Jan 10 04:57:28 GMT 2023","154974","","Catalog Navigation","","Sort Lists in Palace","","Sort Lists in Palace",""
"broken","Tue Jan 10 05:47:07 GMT 2023","Tue Jan 10 05:49:26 GMT 2023","139463","","Read PDF in Palace Bookshelf on Android","","Check of settings screen and page navigation Palace","","Check of settings screen and page navigation Palace",""
"passed","Tue Jan 10 06:06:20 GMT 2023","Tue Jan 10 06:07:28 GMT 2023","68038","","Search libraries and books","","Enter invalid data in book name in Palace","","Enter invalid data in book name in Palace",""
"passed","Tue Jan 10 05:17:23 GMT 2023","Tue Jan 10 05:19:15 GMT 2023","112848","","Read EPUB in Palace Bookshelf","","Navigate by Table of Contents Menu","","Navigate by Table of Contents Menu",""
"passed","Tue Jan 10 05:43:39 GMT 2023","Tue Jan 10 05:44:27 GMT 2023","47848","","Search libraries and books","","Check that library name contains one or more entered latin letters","","Check that library name contains one or more entered latin letters",""
"passed","Tue Jan 10 05:41:48 GMT 2023","Tue Jan 10 05:44:07 GMT 2023","138684","","Manage Libraries","","Logo: Add library: Check of adding a library","","Logo: Add library: Check of adding a library",""
"passed","Tue Jan 10 06:11:04 GMT 2023","Tue Jan 10 06:12:41 GMT 2023","97115","","Search libraries and books","","Check that books from search result contain one or more entered latin letters or numeric in LYRASIS","","Check that books from search result contain one or more entered latin letters or numeric in LYRASIS",""
"broken","Tue Jan 10 05:34:06 GMT 2023","Tue Jan 10 05:36:37 GMT 2023","151502","","Manage Libraries","","Settings: Add Library: Check of the added libraries sorting","","Settings: Add Library: Check of the added libraries sorting",""
"broken","Tue Jan 10 05:23:49 GMT 2023","Tue Jan 10 05:26:32 GMT 2023","163255","","Read EPUB in Palace Bookshelf","","Font settings: Check of font style","","Font settings: Check of font style",""
"passed","Tue Jan 10 05:44:27 GMT 2023","Tue Jan 10 05:45:09 GMT 2023","42815","","Search libraries and books","","Check that library name contains one or more entered latin letters","","Check that library name contains one or more entered latin letters",""
"passed","Tue Jan 10 05:33:57 GMT 2023","Tue Jan 10 05:35:13 GMT 2023","76343","","Menu Bar","","Check of the tabs in Palace","","Check of the tabs in Palace",""
"broken","Tue Jan 10 05:08:58 GMT 2023","Tue Jan 10 05:13:07 GMT 2023","248966","","Audiobooks in A1QA library","","Audiobooks: Check of not rewinding forward and back by tapping on time bar","","Audiobooks: Check of not rewinding forward and back by tapping on time bar",""
"passed","Tue Jan 10 05:53:47 GMT 2023","Tue Jan 10 05:54:36 GMT 2023","49506","","Check sections from settings screen","","Settings: User License Agreement","","Settings: User License Agreement",""
"passed","Tue Jan 10 05:21:40 GMT 2023","Tue Jan 10 05:23:53 GMT 2023","132647","","Book detail view screen","","Check fields in Information section in LYRASIS","","Check fields in Information section in LYRASIS",""
"broken","Tue Jan 10 05:15:20 GMT 2023","Tue Jan 10 05:19:25 GMT 2023","245168","","Read EPUB from Overdrive in A1QA","","Epub: Font settings: Check of text theme","","Epub: Font settings: Check of text theme",""
"passed","Tue Jan 10 05:16:32 GMT 2023","Tue Jan 10 05:18:45 GMT 2023","132741","","Book detail view screen","","Check fields in Information section in LYRASIS","","Check fields in Information section in LYRASIS",""
"broken","Tue Jan 10 05:09:02 GMT 2023","Tue Jan 10 05:10:31 GMT 2023","89145","","Book detail view screen","","Check of a ""More..."" button in Description section in LYRASIS","","Check of a ""More..."" button in Description section in LYRASIS",""
"passed","Tue Jan 10 05:48:41 GMT 2023","Tue Jan 10 05:49:23 GMT 2023","42721","","Search libraries and books","","Enter invalid data","","Enter invalid data",""
"passed","Tue Jan 10 05:00:55 GMT 2023","Tue Jan 10 05:02:56 GMT 2023","120795","","Book detail view screen","","Check of a ""More..."" button in Description section in LYRASIS","","Check of a ""More..."" button in Description section in LYRASIS",""
"passed","Tue Jan 10 05:50:45 GMT 2023","Tue Jan 10 05:51:33 GMT 2023","47650","","Check sections from settings screen","","Privacy Policy","","Privacy Policy",""
