"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jan 22 04:45:32 GMT 2023","Sun Jan 22 04:48:10 GMT 2023","158514","","Books transactions in Palace Bookshelf","","Get a book from Subcategory List View and Return from Subcategory List View (ANDROID)","","Get a book from Subcategory List View and Return from Subcategory List View (ANDROID)",""
"failed","Sun Jan 22 06:00:30 GMT 2023","Sun Jan 22 06:01:55 GMT 2023","85250","","Search libraries and books","","Enter invalid data in book name in Palace","","Enter invalid data in book name in Palace",""
"failed","Sun Jan 22 05:53:16 GMT 2023","Sun Jan 22 05:54:43 GMT 2023","87263","","Search libraries and books","","Check that books from search result contain one or more entered latin letters or numeric in Palace","","Check that books from search result contain one or more entered latin letters or numeric in Palace",""
"broken","Sun Jan 22 04:44:22 GMT 2023","Sun Jan 22 04:48:01 GMT 2023","219125","","Catalog Navigation","","Browse Categories in Palace","","Browse Categories in Palace",""
"failed","Sun Jan 22 05:26:48 GMT 2023","Sun Jan 22 05:30:33 GMT 2023","224935","","Read EPUB from Overdrive in A1QA","","Epub: Navigate by bookmarks","","Epub: Navigate by bookmarks",""
"passed","Sun Jan 22 05:41:39 GMT 2023","Sun Jan 22 05:42:24 GMT 2023","45671","","Search libraries and books","","Check that library name contains one or more entered latin letters","","Check that library name contains one or more entered latin letters",""
"failed","Sun Jan 22 04:47:16 GMT 2023","Sun Jan 22 04:51:53 GMT 2023","276945","","Audiobooks in A1QA library","","Audiobooks: Navigate by Audiobook","","Audiobooks: Navigate by Audiobook",""
"failed","Sun Jan 22 04:59:33 GMT 2023","Sun Jan 22 05:03:24 GMT 2023","231416","","Audiobooks in A1QA library","","Audiobooks: Check closing playback speed and sleep timer","","Audiobooks: Check closing playback speed and sleep timer",""
"failed","Sun Jan 22 06:07:43 GMT 2023","Sun Jan 22 06:09:06 GMT 2023","82904","","Search libraries and books","","Delete a book from search bar in LYRASIS","","Delete a book from search bar in LYRASIS",""
"failed","Sun Jan 22 05:59:03 GMT 2023","Sun Jan 22 06:02:58 GMT 2023","234908","","Book detail view screen","","Check of a book title and author in Overdrive","","Check of a book title and author in Overdrive",""
"broken","Sun Jan 22 04:50:52 GMT 2023","Sun Jan 22 04:53:06 GMT 2023","134679","","Catalog Navigation","","Check of books sorting in Palace","","Check of books sorting in Palace",""
"failed","Sun Jan 22 05:14:05 GMT 2023","Sun Jan 22 05:15:57 GMT 2023","111597","","Read EPUB in Palace Bookshelf","","Navigate by Table of Contents Menu","","Navigate by Table of Contents Menu",""
"failed","Sun Jan 22 05:49:00 GMT 2023","Sun Jan 22 05:50:26 GMT 2023","85317","","Search libraries and books","","Delete a book from search bar in Palace","","Delete a book from search bar in Palace",""
"passed","Sun Jan 22 05:34:37 GMT 2023","Sun Jan 22 05:36:48 GMT 2023","131026","","My books module","","Check of sorting in Palace","","Check of sorting in Palace",""
"passed","Sun Jan 22 05:25:52 GMT 2023","Sun Jan 22 05:26:39 GMT 2023","46720","","Manage Libraries","","Navigate by Tutorial","","Navigate by Tutorial",""
"failed","Sun Jan 22 05:18:21 GMT 2023","Sun Jan 22 05:23:04 GMT 2023","282271","","Read EPUB from Overdrive in A1QA","","Epub: Open book to last page read","","Epub: Open book to last page read",""
"failed","Sun Jan 22 05:59:02 GMT 2023","Sun Jan 22 06:00:30 GMT 2023","87966","","Search libraries and books","","Enter invalid data in book name in Palace","","Enter invalid data in book name in Palace",""
"failed","Sun Jan 22 05:43:12 GMT 2023","Sun Jan 22 05:45:23 GMT 2023","131345","","Book detail view screen","","Check related books section in LYRASIS","","Check related books section in LYRASIS",""
