"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 14 00:59:18 GMT 2023","Tue Feb 14 00:59:51 GMT 2023","33611","","Search libraries and books","","Check that library name contains one or more entered latin letters","","Check that library name contains one or more entered latin letters",""
"broken","Tue Feb 14 01:20:55 GMT 2023","Tue Feb 14 01:22:19 GMT 2023","84126","","Search libraries and books","","Check that books from search result contain one or more entered latin letters or numeric in LYRASIS","","Check that books from search result contain one or more entered latin letters or numeric in LYRASIS",""
"broken","Tue Feb 14 00:27:58 GMT 2023","Tue Feb 14 00:29:03 GMT 2023","64695","","Manage Libraries","","Settings: Add library: general checks","","Settings: Add library: general checks",""
"passed","Tue Feb 14 00:00:37 GMT 2023","Tue Feb 14 00:02:40 GMT 2023","123087","","Book detail view screen","","Check of a ""More..."" button in Description section in LYRASIS","","Check of a ""More..."" button in Description section in LYRASIS",""
"broken","Tue Feb 14 00:03:57 GMT 2023","Tue Feb 14 00:05:01 GMT 2023","63796","","Audiobooks in A1QA library","","Audiobooks: Playback speed: Check of playback speed","","Audiobooks: Playback speed: Check of playback speed",""
"failed","Tue Feb 14 01:28:52 GMT 2023","Tue Feb 14 01:29:58 GMT 2023","66059","","Search libraries and books","","Enter invalid data in book name in LYRASIS","","Enter invalid data in book name in LYRASIS",""
"passed","Tue Feb 14 01:00:28 GMT 2023","Tue Feb 14 01:01:09 GMT 2023","40920","","Search libraries and books","","Enter invalid data","","Enter invalid data",""
"failed","Tue Feb 14 01:15:05 GMT 2023","Tue Feb 14 01:16:10 GMT 2023","64382","","Search libraries and books","","Enter invalid data in book name in Palace","","Enter invalid data in book name in Palace",""
"broken","Tue Feb 14 00:02:55 GMT 2023","Tue Feb 14 00:03:56 GMT 2023","61182","","Catalog Navigation","","Check of ""More"" button in books sections in Palace","","Check of ""More"" button in books sections in Palace",""
"broken","Tue Feb 14 00:11:46 GMT 2023","Tue Feb 14 00:13:12 GMT 2023","86036","","Catalog Navigation","","Check of ""More"" button in books sections in LYRASIS","","Check of ""More"" button in books sections in LYRASIS",""
"failed","Tue Feb 14 00:56:01 GMT 2023","Tue Feb 14 00:57:53 GMT 2023","112410","","Book detail view screen","","Check fields in Information section in Overdrive","","Check fields in Information section in Overdrive",""
