2023-02-27 23:44:04 INFO  - Scenario 'Check of GET button' start
2023-02-27 23:44:05 INFO  - Setting application driver using the server on 'https://hub-cloud.browserstack.com/wd/hub'
2023-02-27 23:44:27 INFO  - Application on platform 'IOS' is ready...
2023-02-27 23:44:27 INFO  - Session id - 91880cb483224e2de0452e5e131e37c7855c3654
2023-02-27 23:44:27 INFO  - Step 0 - I add "Palace Bookshelf" account from welcomeScreen
2023-02-27 23:44:27 INFO  - Button 'btnCloseTutorial' :: Clicking
2023-02-27 23:44:28 INFO  - Button 'Find your library button' :: Clicking
2023-02-27 23:44:28 INFO  - Text Field 'Search field' :: Clicking
2023-02-27 23:44:49 INFO  - Taking screenshot
2023-02-27 23:44:49 INFO  - isLoggerNullAfterAnnotation-framework.utilities.Logger@4e8979ec
