"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jan 10 08:42:04 GMT 2023","Tue Jan 10 08:45:23 GMT 2023","198966","","Audiobook in Lyrasis","","Open the audiobook at the last open chapter and check time code","","Open the audiobook at the last open chapter and check time code",""
"broken","Tue Jan 10 08:42:04 GMT 2023","Tue Jan 10 08:45:27 GMT 2023","202420","","Distributors","","LYRASIS: Reserving from Book Detail View","","LYRASIS: Reserving from Book Detail View",""
"broken","Tue Jan 10 09:21:35 GMT 2023","Tue Jan 10 09:24:40 GMT 2023","184234","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"broken","Tue Jan 10 10:49:46 GMT 2023","Tue Jan 10 10:53:10 GMT 2023","204333","","Audiobook in Lyrasis","","Biblioboard: Playback speed: Check of playback speed","","Biblioboard: Playback speed: Check of playback speed",""
"broken","Tue Jan 10 09:23:56 GMT 2023","Tue Jan 10 09:28:17 GMT 2023","261620","","Audiobook in Lyrasis","","Check of switching to the next time","","Check of switching to the next time",""
"broken","Tue Jan 10 10:13:19 GMT 2023","Tue Jan 10 10:16:47 GMT 2023","208692","","Audiobook in Lyrasis","","Playback speed: Check of playback speed","","Playback speed: Check of playback speed",""
"broken","Tue Jan 10 09:18:10 GMT 2023","Tue Jan 10 09:21:35 GMT 2023","205435","","Distributors","","LYRASIS: Check of canceling the downloading from book details view","","LYRASIS: Check of canceling the downloading from book details view",""
"broken","Tue Jan 10 09:01:23 GMT 2023","Tue Jan 10 09:04:47 GMT 2023","204261","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"broken","Tue Jan 10 09:16:41 GMT 2023","Tue Jan 10 09:18:10 GMT 2023","89201","","Distributors","","LYRASIS: Getting and returning books from Book Detail View","","LYRASIS: Getting and returning books from Book Detail View",""
"broken","Tue Jan 10 09:12:32 GMT 2023","Tue Jan 10 09:16:27 GMT 2023","234615","","Audiobook in Lyrasis","","Check end of chapter sleep timer","","Check end of chapter sleep timer",""
"broken","Tue Jan 10 10:03:08 GMT 2023","Tue Jan 10 10:06:31 GMT 2023","202553","","Audiobook in Lyrasis","","Check of not rewinding forward and back by tapping on time bar","","Check of not rewinding forward and back by tapping on time bar",""
